brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
asus,Asus VivoBook 14 X415JA-EK324WS ,33990,,Intel,i3,10.0,2,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Delta 15 A5EFK-201IN Gaming ,94401,79.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook Pro 15 OLED K6500ZC-L502WS ,86990,73.0,Intel,i5,12.0,8,16.0,16,lpddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 15ACH6 82JU018YIN Gaming ,119990,75.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V14-IGL ,22999,,Intel,celeron,,2,4.0,4,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro 5 AN515-45 Gaming ,59990,69.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 14s-dy2508TU ,41399,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5521 SE D560738WIN9B ,147490,85.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
acer,Acer Nitro AN515-57 Gaming ,77106,73.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZE-M711WS ,159990,81.0,Intel,i7,12.0,14,16.0,16,lpddr5,SSD,1024.0,14.5, 2880 x 1800 ,Windows 11 ,1.0
dell,Dell Vostro 3425 D552305WIN9BE ,35290,,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3425 D552309WIN9BE ,41490,61.0,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming A17 FA706IHR-HX031W Gaming ,70000,71.0,AMD,ryzen,4.0,6,8.0,8,ddr4,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Slim 3i 81WQ00NXIN ,28490,,Intel,celeron,,2,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
dell,Dell Inspiron 3525 ,38990,60.0,AMD,ryzen,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,,,Windows 11 ,
msi,MSI Thin GF63 11UC-866IN Gaming ,65890,69.0,Intel,i7,11.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
lenovo,Lenovo Ideapad Gaming 3 82K201UMIN ,79990,67.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook Pro 15 M3500QC-L901WS Gaming ,90480,,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Yoga 7 Flip 82QE009SIN ,112990,71.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
hp,HP 15s-du3614TU ,41135,61.0,Intel,i3,11.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
asus,Asus TUF Gaming A17 FA706IC-HX036W ,73850,68.0,AMD,ryzen,4.0,8,8.0,8,ddr4,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq2674TU ,43990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Gaming 3 82K201UNIN ,89350,75.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell XPS 13 Plus 9320 ,178606,71.0,Intel,i7,12.0,12,16.0,16,ram,SSD,1024.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
lg,LG Gram 17 17Z90Q-G.AJ55A2 ,87990,69.0,Intel,i5,12.0,12,8.0,8,lpddr5,SSD,512.0,17.0, 1600 x 2560 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82RK0085IN ,61880,,Intel,i5,12.0,10,16.0,16,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,
msi,MSI Katana GF66 11UE-861IN Gaming ,86990,74.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
dell,Dell Inspiron 7420 2-in-1 Touch ,61390,65.0,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
dell,Dell Inspiron 7420 2-in-1 ,102990,63.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
asus,Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming ,181990,68.0,Intel,i9,12.0,14,16.0,16,lpddr5,SSD,1024.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
infinix,Infinix INBook X1 Slim Series XL21 ,54990,,Intel,i7,10.0,4,16.0,16,lpddr4x,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
infinix,Infinix INBook X1 Slim Series XL21 ,30990,,Intel,i3,10.0,2,8.0,8,lpddr4x,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 16-b1350TX ,125680,74.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Thin GF63 11UC-850IN Gaming ,71990,72.0,Intel,i7,11.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
lenovo,Lenovo ThinkBook 15 20VEA0YPIH ,39390,,Intel,i3,11.0,2,8.0,8,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 15 ,61990,,Intel,i5,12.0,10,8.0,8,lpddr4x,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 15IGL05 81WQ00MQIN ,29990,,Intel,celeron,,2,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
asus,Asus Vivobook S14 OLED S3402ZA-KM701WS ,84990,72.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
acer,Acer Extensa EX215-31 ,22480,,Intel,pentium,,4,4.0,4,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
hp,HP Envy 15-ep1085TX ,114490,78.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 3840 x 2160 ,Windows ,1.0
dell,Dell Latitude 3420 ,76800,65.0,Intel,i5,11.0,4,16.0,16,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,
hp,HP Victus 16-e0351AX Gaming ,87490,72.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3521 ,31734,,Intel,pentium,,4,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo V15 82KBA020IH ,36999,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.0, 1920 x 1080 ,DOS,1.0
asus,Asus VivoBook K15 OLED KM513UA-L713WS ,63990,67.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 1 11IGL05 81VT009UIN ,23690,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,11.6, 1366 x 768 ,Windows 11 ,1.0
hp,HP Pavilion 15-eh2018AU ,55200,60.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq2626TU ,38900,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
honor,Honor MagicBook X14 ,34990,,Intel,i3,10.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
samsung,Samsung Galaxy Book2 Pro 13 ,109990,68.0,Intel,i7,12.0,8,16.0,16,lpddr5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
dell,Dell Vostro 3510 ,54490,60.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Strix G15 G513RC-HN083W Gaming ,98980,61.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Strix G17 2022 G713RC-HX021W Gaming ,102990,72.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 15 X515MA-BR101W ,23999,,Intel,pentium,,4,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 Pro 360 13 ,107990,72.0,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
hp,HP 14s-dq3033TU ,26909,,Intel,pentium,,4,8.0,8,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 11 ,1.0
dell,Dell Inspiron 3511 ,44499,,Intel,i3,11.0,,16.0,16,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Air 2020 Z124J002KD ,126990,,Apple,m1,,8,16.0,16,ddr4,SSD,512.0,13.3, 2560 x 1600 ,Mac ,1.0
hp,HP 15s- fq4021TU ,55499,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 5 Pro 16ACH6 82L500LXIN Gaming ,79990,62.0,Intel,ryzen,11.0,4,16.0,16,ddr4,SSD,512.0,16.0, 2240 x 1400 ,Windows 11 ,3.0
hp,HP Omen 16-b0360TX Gaming ,124999,71.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3511 ,63300,65.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
hp,HP 15s-dy3501TU ,43250,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
asus,Asus VivoBook K15 OLED K513EA-L312WS ,45490,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 82H801L7IN,37952,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Latitude 5420 ,112000,61.0,Intel,i7,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad Gaming 15ACH6 82K200X6IN Gaming ,58490,66.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15-dk2095TX Gaming ,61290,,Intel,i5,11.0,4,8.0,8,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Pro 16 inch MK193HN ,233894,,Apple,m1,,10,16.0,16,unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
lenovo,Lenovo IdeaPad 3 14IGL05 81WH001NIN ,25990,,Intel,celeron,4.0,2,4.0,4,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
dell,Dell Latitude 3520 ,74990,61.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,,,Windows 10 ,
lenovo,Lenovo V15 ITL G2 82KB00EVIN ,31999,,Intel,i3,11.0,2,4.0,4,ddr4,SSD,256.0,15.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad 3 CB 14IGL05 82C1002EHA ,18649,,Intel,celeron,4.0,2,4.0,4,lpddr4,SSD,64.0,14.0, 1920 x 1080 ,Chrome ,1.0
hp,HP Spectre x360 14-ea0541TU ,128500,,Intel,i7,11.0,4,16.0,16,lpddr4x,SSD,1024.0,13.5, 1920 x 1280 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K100MVIN ,58900,66.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
xiaomi,Xiaomi Mi Notebook Ultra ,60498,65.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
xiaomi,Xiaomi Mi Notebook Pro 14 ,56490,60.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
asus,Asus VivoBook 15 X515EA-BQ312TS ,34994,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad 3 15ITL6 82H800U5IN ,37790,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 15s- EQ2042AU ,40000,61.0,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5410 ,45990,65.0,Intel,i3,11.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
xiaomi,Xiaomi RedmiBook Pro 15 ,53990,68.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
asus,Asus ROG Flow X13 GV301QH-K5462TS Gaming ,106490,84.0,AMD,ryzen,5.0,8,16.0,16,lpddr4x,SSD,1024.0,13.4, 3840 x 2400 ,Windows 10 ,1.0
xiaomi,Xiaomi RedmiBook Pro 15 ,59990,71.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
xiaomi,Xiaomi RedmiBook Pro 14 ,48990,63.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
acer,Acer Aspire 7 A715-42G NH.QAYSI.001 Gaming ,54990,61.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP 15s-FR2006TU ,44700,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
apple,Apple MacBook Pro 2020 MYD82HN ,110990,,Apple,m1,,8,8.0,8,ddr4,SSD,256.0,,,Mac ,
dell,Dell Latitude 3410 ,54000,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Ubuntu ,1.0
asus,Asus X543MA-GQ1020T ,23490,,Intel,pentium,,4,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 10 ,1.0
microsoft,Microsoft Surface ,99990,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,128.0,15.0, 2496 x 1664 ,Windows 10 ,1.0
apple,Apple MacBook Pro 2020 ,122990,,Intel,i5,10.0,4,8.0,8,ddr3,SSD,256.0,13.3, 2560 x 1600 ,Mac Mojave ,1.0
apple,Apple MacBook Air 2020 ,72999,,Intel,i3,10.0,4,8.0,8,lpddr4x,SSD,256.0,13.3, 2560 x 1600 ,Mac 10.15.3	 ,
huawei,Huawei MateBook D15 ,54999,66.0,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
samsung,Samsung Galaxy Chromebook ,71800,60.0,Intel,i5,10.0,,16.0,16,lpddr3,SSD,1024.0,,,Chrome ,1.0
samsung,Samsung Galaxy Book Flex Alpha 2-in-1 ,59411,,Intel,i5,10.0,,8.0,8,ddr4,SSD,1024.0,,,Windows 10 ,
agb,AGB Octev G-0812 ,40000,65.0,Intel,i7,7.0,2,8.0,8,ddr4,Hard Disk,500.0,15.6, 1920 x 1080 ,Windows 10 ,
lenovo,Lenovo Legion 5 Pro 82RG00ELIN ,159990,75.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
hp,HP Envy x360 15-ew0047TU 2-in-1 ,116000,72.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Pro 16 inch ,249900,,Apple,m2,,12,16.0,16,unified,SSD,512.0,16.2, 3456 x 2234 ,Mac ,1.0
apple,Apple MacBook Pro 14 inch ,309900,62.0,Apple,m2,,12,32.0,32,unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
apple,Apple MacBook Pro 14 inch ,249900,,Apple,m2,,12,16.0,16,unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
msi,MSI Modern 14 C12M-269IN ,45490,61.0,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-du3612TU ,41990,62.0,Intel,i3,11.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
infinix,Infinix INBook X2 Plus XL25 ,47990,,Intel,i5,11.0,4,16.0,16,lpddr4x,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 15-ew0040TU ,82990,67.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 15-ew0043TU ,90490,65.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5520 Gaming ,79990,75.0,Intel,i5,12.0,12,8.0,8,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Modern 15 B12M ,58490,62.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Modern 14 C12M ,56990,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book 2 Go ,49999,,Qualcomm,qualcomm,3.0,8,4.0,4,lpddr4x,SSD,128.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 15-fa0031dx Gaming ,79888,69.0,Intel,i5,12.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3510 ICC-D585046WIN8 ,32990,,Intel,pentium,,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo E41-55 82FJ00B5IH ,18990,,AMD,athlon,3.0,2,4.0,4,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,DOS,1.0
lenovo,Lenovo E41-55 82FJ00B5IH ,18990,,AMD,athlon,3.0,2,4.0,4,ddr4,SSD,256.0,14.0, 1366 x 768 ,DOS,1.0
msi,MSI Stealth GS66 12UGS-290IN Gaming ,288990,,Intel,i7,12.0,14,32.0,32,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
dell,Dell Latitude 5320 2-in-1 ,87999,65.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,256.0,13.3, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus VivoBook 15 X515EA-EJ701WS ,56990,61.0,Intel,i7,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 5 A515-57 ,57990,63.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
gigabyte,Gigabyte G5 GE RC55GE ,78490,66.0,Intel,i5,12.0,12,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
gigabyte,Gigabyte G5 KE RC55KE ,99990,74.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
hp,HP Envy x360 13-bf0085TU ,82990,63.0,Intel,i5,12.0,10,8.0,8,lpddr4x,SSD,512.0,13.3, 1920 x 1200 ,Windows 11 ,1.0
hp,HP 240 G8 689T7PA Business ,34690,,Intel,i3,,,8.0,8,ddr4,SSD,512.0,,,Windows 11 ,
lenovo,Lenovo V14 82KAA057IH ,31990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 3525 D560863WIN9B ,51790,62.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 15 2022 X1502ZA-EJ515WS ,56990,62.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 G2-ITL 82KBA034IH ,34499,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,DOS,1.0
hp,HP Victus 16-e0550AX Gaming ,66990,68.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq2670TU ,36999,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Chromebook 311 C733 ,18490,,Intel,celeron,,2,4.0,4,ddr4,Hard Disk,32.0,11.6, 1366 x 768 ,Chrome ,
dell,Dell Latitude 7420 ,113100,,Intel,i7,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
hp,HP ProBook 445 G7 ,49999,68.0,AMD,ryzen,4.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5521 D560899WIN9S Gaming ,180990,72.0,Intel,i9,12.0,14,16.0,16,lpddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 5 82SE005SIN ,62600,65.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 FA506IHRZ-HN112W ,65990,68.0,AMD,ryzen,4.0,6,8.0,8,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 14 OLED X1405ZA-KM311WS ,51990,,Intel,i3,12.0,6,8.0,8,lpddr4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus Vivobook 15 OLED X1505ZA-L1311WS ,49990,,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 15IAU7 82RK0090IN ,63590,60.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82RJ005CIN ,59990,,Intel,i5,12.0,10,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Flex 5 82R90068IN ,78990,75.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP 14s-fq0567AU ,34490,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 16-k0360TX ,144480,82.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad E14 21E3S04W00 ,74490,,Intel,i5,12.0,10,16.0,16,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 13-bf0062TU ,104990,68.0,Intel,i7,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN ,69500,68.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN ,89990,74.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 82C3001VSP ,21999,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion x360 14-ek0072TU ,79000,67.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Elitebook 840 G8 4S1H5PA ,138800,65.0,Intel,i7,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,2.0
acer,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming ,319999,84.0,Intel,i9,12.0,14,32.0,32,ddr5,SSD,2048.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
msi,MSI GF63 Thin 10SC-848IN Gaming ,60800,69.0,Intel,i5,10.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
honor,Honor MagicBook 15 WDQ9CHNE ,39990,,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 17-ck1022TX Gaming ,206500,76.0,Intel,i7,12.0,,32.0,32,ddr5,SSD,1024.0,16.1, 2560 x 1440 ,Windows 11 ,1.0
lenovo,Lenovo Yoga Slim 7 Pro 82SV0053IN ,103957,63.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo Yoga 6 82UD0068IN 2-in-1 ,80030,63.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,3.0
