,model,price,score,processor,no of cores,storage,ram,display,os,warranty
747,Dell Inspiron 3501 Laptop (11th Gen Core i3/ 4GB/ 512GB SSD/ Win10),"₹45,990",,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",512 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
748,Asus VivoBook 15 X515EA-EJ317TS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹63,800",60,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
749,Dell Latitude 5310 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),"₹72,000",,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",512 GB SSD,8 GB  RAM,"13.3 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
750,HP 14s-fq1029AU Laptop (AMD Ryzen 3/ 8GB/ 512GB SSD/ Win10),"₹46,900",,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
751,Acer Nitro 5 AN515-45-R3TC NH.QBCSI.001 Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹91,490",62,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",1 TB Hard Disk,16 GB DDR4 RAM,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
752,HP 14s-dy2500TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10 Home),"₹39,999",,11th Gen Intel Core i3,Dual Core,256 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
753,Dell Vostro 3405 Laptop (Athlon Dual Core/ 4GB/ 256GB SSD/ Win10 Home),"₹30,490",,AMD Athlon  3050,Dual Core,256 GB SSD,4 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
754,Lenovo Ideapad Slim 3i 81WQ003LIN Laptop (Intel Celeron N4020/ 4GB/ 256GB SSD/ Win10),"₹26,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
755,HP 15s-du3060TX Laptop (11th Gen Core i5/ 8GB/ 1TB/ Win10 Home/ 2GB Graph),"₹53,994",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
756,Vaio E Series NE15V2IN027P Laptop (AMD Ryzen 7 3700U/ 8GB/ 512GB SSD/ Win10 Home),"₹38,499",60,3rd Gen AMD Ryzen 7  3700U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
757,HP 15s-GR0011AU Laptop (AMD Ryzen 3/ 8GB/ 1TB HDD/ Win10 Home),"₹37,550",,3rd Gen AMD Ryzen 3  3250U ,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
758,Lenovo Yoga Slim 7i Pro Laptop (11th Gen Core i7/ 8GB/ 256GB SSD/ Win10 Pro),"₹58,700",,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",256 GB SSD,8 GB  RAM,"14 inches, 2240 x 1400 pixels",Windows 10  OS,1 Year Warranty
759,Samsung Galaxy Chromebook 2 Laptop (Intel Celeron 5205U/ 4GB/ 64GB/ Chrome OS),"₹39,999",,5th Gen Intel Celeron 5205U 5205U ,"Dual Core, 2 Threads",64 GB Hard Disk,4 GB  RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Chrome OS,Backlit Keyboard
760,Dell Vostro 3405 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),"₹49,690",,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
761,Acer Aspire 3 A315-23 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home),"₹42,350",,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
762,Dell Inspiron 5406 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹71,500",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
763,Dell Inspiron 5502 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),"₹68,999",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
764,Dell Inspiron 3501 Laptop (10th Gen Core i3/ 8GB/ 1TB HDD/ Win10 Home),"₹38,000",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
765,Asus X543MA-GQ1015T Laptop (Celeron Dual Core/ 4GB/ 1TB/ Win10 Home),"₹22,490",,Intel Celeron  N4020,"Dual Core, 2 Threads",1 TB Hard Disk,4 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
766,Dell Inspiron 3505 Laptop (AMD Ryzen 3/ 4GB/ 1TB 256GB SSD/ Win10 Home),"₹39,880",60,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",1 TB Hard Disk,4 GB DDR4 RAM,AMD Radeon Vega 3,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
767,LG Gram 15Z90N Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Home),"₹55,990",62,10th Gen Intel Core i5 1035G7,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
768,Dell Latitude 3510 Laptop (10th Gen Core i3/ 4GB/ 1TB/ Ubuntu),"₹44,700",,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",1 TB Hard Disk,4 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Ubuntu OS,1 Year Warranty
769,Dell Vostro 3401 Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10 Home),"₹33,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",1 TB Hard Disk,4 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
770,Dell G5 5505 Gaming Laptop (Ryzen 7/ 16GB/ 512GB SSD/ Win10 Home/ 6GB Graph),"₹79,680",75,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
771,Dell Inspiron 3505 Laptop (Ryzen 5/ 8GB/ 512GB SSD/ Windows 10 Home),"₹49,990",61,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
772,Asus ExpertBook P2451F Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),"₹62,999",63,10th Gen Intel  Core i7 10510U ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4  RAM,"14 inches, 1080 x 1920 pixels",Windows 10 OS,2 USB 3.0 Ports
773,HP 14-ck2018TU Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"₹53,900",,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
774,Dell Inspiron 3593 Laptop (10th Gen Core i3/ 4GB/ 1TB HDD/ Win10 Home),"₹36,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",1 TB Hard Disk,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
775,Lenovo ThinkBook 14 IML 20RV00DJIH Laptop (10th Gen Core i5/ 8GB/ 1TB/ Win10 Home),"₹79,000",66,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
776,Microsoft Surface Pro X 1876 Ultrabook (Microsoft SQ1/ 8GB/ 128GB SSD/ Win10),"₹1,17,998",,Microsoft SQ1 SQ1,8 GB LPDDR4X RAM,Adreno 685 ,128 GB SSD,Windows 10 OS,1 Year Warranty,
777,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),"₹38,999",,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
778,Samsung Galaxy Book S (2020) Laptop (Intel Lakefield/ 8GB/ 256GB/ Win10),"₹83,999",,Intel Lakefield Lakefield,8 GB LPDDR4X RAM,Intel UHD Graphics,256 GB Hard Disk,Windows 10 OS,Backlit Keyboard,
779,Apple MacBook Air 2020 Laptop (10th Gen Core i7/ 8GB/ 512GB/ MacOS),"₹1,09,999",,10th Gen Intel Core i7,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4X RAM,"13.3 inches, 2560 x 1600 pixels",Mac 10.15.3	 OS,Backlit Keyboard
780,Dell Inspiron 3493 Laptop (10th Gen Core i5/ 8GB/ 1TB/ Win10),"₹57,150",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
781,HP Elite Dragonfly G2 Laptop (10th Core i7/ 16GB/ 1TB SSD/ Win10),"₹1,49,999",,10th Gen Intel Core i7,16 GB  RAM,Intel Integrated ,1 TB SSD,Windows 10 OS,1 Year Warranty,Backlit Keyboard
782,Lenovo Yoga 5G Laptop (Qualcomm Snapdragon 8cx/ 8GB/ 512GB SSD/ Win10),"₹1,08,999",,Qualcomm Snapdragon 8cx Qualcomm Snapdragon 8cx,Quad Core,512 GB SSD,8 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
783,Dell Latitude 9510 Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10),"₹1,49,000",,10th Gen Qualcomm Core i7,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR3 RAM,"15 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,Backlit Keyboard
784,Honor MagicBook Pro 16 Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),"₹54,999",,8th Gen Intel Core i5,Quad Core,512 GB SSD,8 GB DDR4 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 10 OS,3 USB 3.0 Ports
785,Asus VivoBook 15 X512FB Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),"₹34,990",61,8th Gen Intel Core i3 8145U ,"Quad Core, 4 Threads",1 TB Hard Disk,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
786,Asus ROG Mothership GZ700GX Gaming Laptop (8th Gen Core i9/ 64GB/ 512GB SSD/ Win10/ 8GB Graph),"₹3,49,999",,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",512 GB SSD,64 GB DDR4 RAM,"17.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,Backlit Keyboard
787,Dell G5 15 5590 Gaming Laptop (8th Gen Ci7/ 16GB/ 1TB/ Win10/ 6GB Graph),"₹84,999",78,8th Gen Intel Core i7 8750HQ,"Hexa Core, 12 Threads",1 TB Hard Disk,16 GB DDR4 RAM,"15.6 inches, 3480 x 2160 pixels",Windows 10 OS,Backlit Keyboard
788,Razer Blade 15 Gaming Laptop (8th Gen Ci7/ 16GB/ 2TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹1,27,999",81,8th Gen Intel Core i7 8750H,"Hexa Core, 12 Threads",2 TB Hard Disk,16 GB DDR4 RAM,6 GB NVIDIA GeForce GTX 1060 Max-Q Design,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
789,Dell Inspiron 5480 laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10),"₹56,990",65,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
790,Apple MacBook Pro 2018 13-inch Touch Bar Laptop (Core i7/ 8GB/ 512GB SSD/ MacOS High Sierra),"₹1,99,900",,Intel,Quad Core,512 GB SSD,8 GB DDR3 RAM,"13.3 inches, 1600 x 2560 pixels",Mac High Sierra OS,1 Year Warranty
791,Apple MacBook Pro 2018 13-inch Laptop (Core i7/ 8GB/ 256GB SSD/ MacOS High Sierra),"₹1,65,900",,Intel,Dual Core,256 GB SSD,8 GB DDR3 RAM,"13.3 inches, 1600 x 2560 pixels",Mac High Sierra OS,1 Year Warranty
792,Microsoft Surface Pro 3 12.0 Tablet (4th Gen Ci3/ 4GB/ 128GB/ Win10 Pro),"₹58,990",,4th Gen Intel Core i3 4020Y,"Dual Core, 4 Threads",128 GB SSD,4 GB DDR3 RAM,"12 inches, 2160 x 1440 pixels, Touch Screen",Windows 10 OS,1 USB 3.0 Ports
793,HP 245 G8 Laptop (AMD Athlon Silver 3050U/ 8GB/ 1TB HDD/ Win11 Home),"₹25,999",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
794,HP 15s-eq2146AU Laptop (Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11 Home),"₹40,490",,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
795,Lenovo V15 ITL 82KBA03JIH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
796,Asus VivoBook 15 X1500EA-EJ3381WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,400",,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
797,Asus Vivobook Pro 16X OLED N7601ZM-MQ711WS Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,69,990",86,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",1 TB SSD,16 GB DDR5 RAM,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
798,HP Victus 16-d0310TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹77,283",72,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
799,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹70,816",68,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
800,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹80,612",74,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
801,HP Victus 16-e0333TX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹99,814",73,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
802,MSI Katana GF66 12UD Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹1,05,000",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
803,MSI Pulse GL66 12UGSZOK Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,09,000",80,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
804,HP ProBook 445 G8 Laptop (AMD Ryzen 7 5800U/ 16GB/ 512GB SSD/ Win11),"₹73,999",72,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
805,HP Pavilion Plus 14-eh0037TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹85,490",71,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
806,Lenovo Legion 7i 82TD009KIN Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,59,990",,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",1 TB SSD,32 GB DDR5 RAM,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
807,Dell Inspiron 3511 D560783WIN9BD Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.56 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
808,Dell Vostro 3425 D552308WIN9B Laptop (AMD Ryzen 3 5425U/ 8GB/ 256GB/ Win11 Home),"₹50,852",61,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
809,Dell Inspiron 5420 ICC-C782537WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹91,958",68,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
810,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹61,050",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
811,Dell Vostro 3420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,900",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
812,Dell Inspiron 3520 2022 Laptop (12th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11/ 2GB Graph),"₹72,990",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",1 TB Hard Disk,8 GB DDR4 RAM,2 GB NVIDIA MX550 Graphics,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS
813,HP Pavilion 14-ec1005AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",61,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
814,HP Pavilion 14-ec1005AU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹75,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
815,HP Envy x360 13-ay1064AU 2-in-1 Laptop (Ryzen 7 5800U/ 16GB/ 512GB SSD/ Win 11 Home),"₹98,000",72,5th Gen AMD Ryzen 7  5800U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
816,Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹60,070",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
817,Dell Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹57,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
818,Dell Vostro 3525 Laptop (AMD R5-5625U/ 16GB/ 512GB SSD/ Win11),"₹55,530",62,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
819,Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,11,990",85,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
820,Lenovo Thinkpad P15v 21AAS05L00 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),"₹1,59,999",79,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
821,HP 240 G8 4K5D5PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ DOS),"₹35,000",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
822,Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹72,690",69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB  LPDDR4X RAM,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
823,Lenovo V14 Gen 2 ‎82C40019IX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,999",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
824,Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹95,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
825,Ultimus S151 NU14U2INC43VD-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ DOS),"₹17,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",128 GB SSD,4 GB DDR4 RAM,"14.1 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
826,Ultimus S152 NU15U2INC44VN-SG Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
827,Lenovo Legion S7 82TF007LIN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,49,990",84,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
828,HP Envy x360 13-AY1065AU Laptop (AMD Ryzen 5-5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹61,500",65,5th Gen AMD Ryzen 5  5600U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
829,Dell Latitude 14 7420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹98,280",,11th Gen Intel Core i5 1145G7,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
830,Lenovo IdeaPad Slim 3 82H802XXIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,018",63,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
831,Dell Inspiron 7420 D560918WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹76,519",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
832,Lenovo ThinkPad X13 21BNS03K00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹2,00,000",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13.3 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
833,Acer Nitro 5 AN515-45 UN.QBMSI.009 Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",71,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
